SHA256,Comment
c6419df4bbda5b75ea4a0b8e8acd2100b149443584390c91a218e7735561ef74,Zardoor
73c7459e0c3ba00c0566f7baa710dd8b88ef3cf75ee0e76d36c5d8cd73083095,Zardoor
1480b2038395f9edd2c21dff68eb29a4d6177708b70b687f758af60c8b02f071,Zardoor
29741f7987ab61b85adb310a7ab2f44405822f1719fa431c8f49007b64f6f5cd,Zardoor
5226b67b5d49720981841fab64794533fe0530409ba2975e6125a4bc008f2480,Zardoor
7905bd9bb4d277a81935a22f975a0030faa9e5c9dbb9f6152c2f56ba1cd0cdea,Zardoor
a99a9f2853ff0ca5b91767096c7f7e977b43e62dd93bde6d79e3407bc01f661d,Zardoor
0058d495254bf3760b30b5950d646f9a38506cef8f297c49c3b73c208ab723bf,Zardoor
d267e2a6311fe4e2dfd0237652223add300b9a5233b555e131325a2612e1d7ef,Zardoor
5eeab7b795a3303c368c72ef09a345f3a4f02301ec443e98319d600e8287e852,Zardoor
4b16ea1b1273f8746cf399c71bfc1f5bff7378b5414b4ea044c55e0ee08c89d3,Zardoor
3adcc81446f0e8ed1a2bc1e815613eb5622afba57941d651faa2b5bc4b2f13c1,Zardoor
5655a2981fa4821fe09c997c84839c16d582d65243c782f45e14c96a977c594e,Zardoor
1aea1e7098221f2cc76ccd45078d9a216236b4e7e295dfa68e8a25aab3abe778,Zardoor
d7dfa7009a9d808b744df8ed4f5852bd03ffb82f7a07a258ea8b5e0290fb7d87,Zardoor
7abf74260ae5b771182e95bc360fefa1b635b56b3aa05922506d55c5d15517c3,Zardoor
d5d16d9bb75d461922eade2597c233255871dc74659f0169f3d3f40f5273ab71,Zardoor
b5b3627606a5c5e720fa32fb9cb90aa813c630673d23c97a81012b832799a897,Zardoor
0a5aa03e35d6d9218342b2bec753a9800570c000964801cf6bfe45a9bb393c0d,Zardoor
4fa9e718fca1fa299beab1b5fea500a0e63385b5fe6d4eb1b1001f2abd97a828,Mekotio MSI ZIP
ed9f268ba7acdcbaeedd40a5c538c6a2637fd41a546363ed7587a6c2e5cdf02b,Mekotio MSI
b8afd6640de8feed1774e8db3d428c0f1bca023324bb7de9a5eb99db2ea84e26,Mekotio MSI
8d912a99076f0bdc4fcd6e76c51a1d598339c1502086a4381f5ef67520a0ddf2,Astaroth MSI ZIP
094e722972e6e4d2858dd2447d30c7025e7446f4ca60a7dc5a711f906ab5b1a0,Astaroth MSI
d972675774f28e7f5ad206f420470925c4fdbca681816a19aa91a6d054b8f55a,CustomAction.idt
237d1bca6e056df5bb16a1216a434634109478f882d3b1d58344c801d184f95d,"(AutoIt3.exe, benign but abused)"
1a9113491deb9f21c590de4f7e9e370594e47431be482b32f8a5234ad7545a0b,AutoIt binary dropping payload
5c4a89c81be51e9e048cf3624d4a44fd4355cf6bf56a3c10217d3d3037410b55,Astaroth loader embedded in AutoIT script
05ef393f6e6d3f8e1ba15eec63a1c2121744400d322a03c9c8e26c1ed58cb6a7,"Astaroth encoded payload, sdk.log"
6d7148b180367e84763690fc57cbd526433026f50dc0c029b00a714ba1660cd3,dump.log
b712286d4d36c74fa32127f848b79cfb857fdc2b1c84bbbee285cf34752443a2,Benign SQlite3 library abused by malware
b45d8630d54c8d39e3554e0c5a71003d818617e07953520a8638f0935f04dc85,Binary.tnqqhgm.dll
6e1434e0f8cd402f8acb0aade942c86d6b62cd6aa3927053f25fdf57ed384b47,Binary.sknwvly.dll
7c7dc2065e295eb7ec60d1f8f552e455468e19e731ad20005833d71fa1371f50,Ousaban
4fa9e718fca1fa299beab1b5fea500a0e63385b5fe6d4eb1b1001f2abd97a828,Google Cloud Run Abuse
ed9f268ba7acdcbaeedd40a5c538c6a2637fd41a546363ed7587a6c2e5cdf02b,Google Cloud Run Abuse
b8afd6640de8feed1774e8db3d428c0f1bca023324bb7de9a5eb99db2ea84e26,Google Cloud Run Abuse
8d912a99076f0bdc4fcd6e76c51a1d598339c1502086a4381f5ef67520a0ddf2,Google Cloud Run Abuse
094e722972e6e4d2858dd2447d30c7025e7446f4ca60a7dc5a711f906ab5b1a0,Google Cloud Run Abuse
d972675774f28e7f5ad206f420470925c4fdbca681816a19aa91a6d054b8f55a,Google Cloud Run Abuse
237d1bca6e056df5bb16a1216a434634109478f882d3b1d58344c801d184f95d,Google Cloud Run Abuse
1a9113491deb9f21c590de4f7e9e370594e47431be482b32f8a5234ad7545a0b,Google Cloud Run Abuse
5c4a89c81be51e9e048cf3624d4a44fd4355cf6bf56a3c10217d3d3037410b55,Google Cloud Run Abuse
05ef393f6e6d3f8e1ba15eec63a1c2121744400d322a03c9c8e26c1ed58cb6a7,Google Cloud Run Abuse
6d7148b180367e84763690fc57cbd526433026f50dc0c029b00a714ba1660cd3,Google Cloud Run Abuse
b712286d4d36c74fa32127f848b79cfb857fdc2b1c84bbbee285cf34752443a2,Google Cloud Run Abuse
b45d8630d54c8d39e3554e0c5a71003d818617e07953520a8638f0935f04dc85,Google Cloud Run Abuse
6e1434e0f8cd402f8acb0aade942c86d6b62cd6aa3927053f25fdf57ed384b47,Google Cloud Run Abuse
7c7dc2065e295eb7ec60d1f8f552e455468e19e731ad20005833d71fa1371f50,Google Cloud Run Abuse
267071df79927abd1e57f57106924dd8a68e1c4ed74e7b69403cdcdf6e6a453b,TinyTurla-NG
d6ac21a409f35a80ba9ccfe58ae1ae32883e44ecc724e4ae8289e7465ab2cf40,TinyTurla-NG
ad4d196b3d85d982343f32d52bffc6ebfeec7bf30553fa441fd7c3ae495075fc,TinyTurla-NG
13c017cb706ef869c061078048e550dba1613c0f2e8f2e409d97a1c0d9949346,TinyTurla-NG
b376a3a6bae73840e70b2fa3df99d881def9250b42b6b8b0458d0445ddfbc044,TinyTurla-NG
10991820ac2eebf7178436df4ff6bc047ad9229ea969d13a6574d0a12e36ae35,Malicious email attachment Zip file “AUTD4.zip
dd1c87b5074af1c5918dad6512d2d8a8ebe16ea70c460e19aa274b5acbe94caf,Loader script file “AUTD4.js” 
652e5349e8d9d03bece655b1201c5c08bd11163a648ddd71595b3a05afe0308c,Suspected encrypted PIKABOT payload 
a1b468e9550f9960c5e60f7c52ca3c058de19d42eafa760b9d5282eb24b7c55f,GhostSec-GhostLocker2
8b758ccdfbfa5ff3a0b67b2063c2397531cf0f7b3d278298da76528f443779e9,GhostSec-GhostLocker2
36760e9bbfaf5a28ec7f85d13c7e8078a4ee4e5168b672639e97037d66eb1d17,GhostSec-GhostLocker2
8fa28795e4cd95e6c78c4a1308ea80674102669f9980b2006599d82eff6237b3,GhostSec-GhostLocker2
41220cdde65131fae99a8a115627ffc40b1787592e4b3dae58c8cce0b3882096,WikiLoader
7798fa2c8f919bb8f3e4fcce534ab8be22785b0ffafd007778a2e3ffabea87c6,WikiLoader
355b83cd975058f48ac985f6dad78028e145f8c9a2a28d48df045a0a80ed69fb,WikiLoader
24d31d8367a934bcc3665fdd351f2db33717362791427f16b02a7784b28fcbbc,WikiLoader
50c9317e9984ff9ce1fc75846ee74185aed9df1cbf4dbc3a37a4d49a95d905d8,WikiLoader
b8cc829f7927747c287394169381c97637edc26648e729a5bbdc0669faf213ef,WikiLoader
d41c942b28492b3d3ad58184ff56c55327df5e53b6a49c7c537df1118d22712e,WikiLoader
0289cf98e4e9f9b86173926ee7b896458ca992c2d2976537fee4e30be2210ab1,WikiLoader
150dd450f343c7b1e3b2715eae3ed470c1c1fadf91f2048516315f1500a58ffa,CoralRaider
74ea6e91c00baad0b77575740eb7f0fb5ad1d05ddea8227dc1aa477e179e62df,CoralRaider
3ae459746637e6f5536f3ba4158c822031578335505a512df3c31728cac8f627,CoralRaider
88528be553f2a6f72e2ae0243ea907d5dcdcd7c8777831b4c3ab2a67128bc9b9,CoralRaider
fd53383d85b39e68d817e39030aa2184764ab4de2d478b7e33afc39dd9661e96,CoralRaider
e68c9aedfd080fe8e54b005482fcedb16f97caa6f7dcfb932c83b29597c6d957,CoralRaider
8c732ec41550851cc933e635708820ec9202fddc69232ca4ed625d420aec3d86,CoralRaider
1942c417f2b71068fb4c1abb31bc77426bbe3513334cdaceaff3603955830e21,CoralRaider
5ad73cf7e08b8c7bab0d96ba92607b8c9b22b61354052cf59df93b782b6e039b,CoralRaider
a1f16ab97b9516e85c202ff00bd77b0b5e0e4ed29bfad28797fbbd0f25a8e0ae,CoralRaider
963ffc17565079705c924b8ab86d1c7018f5edc50ce8e810df3eebead4e14e7f,CoralRaider
3b54d05ec98321980c1d71b89c42ff77a42f121e37f6ea54a6368a58ce1b1ad3,CoralRaider
31b4fd83c16bf7266c82a623998b0d7b54bb084b24a5cb71a2b5e9b17bb633dc,CoralRaider
5dc77655bddf8881b533e4db732dcf7ac5ebf3adad4be77ff226909a49bfc89b,CoralRaider
2ad94e492bc18e11f513a29968054e1a37df504ac577fd645e781e654f2730c9,CoralRaider
02e03904d09ccece4f71e34a4a6d0f1181471c4d17208ee6cfe940e11e185018,CoralRaider
eef156d681c4921cbed720e6de257a69ad6a187e814037257977958eb0c7604e,CoralRaider
6089c53ef2b0100fd91554c2a56aafaeea86b08c5ad0459fd66bd05a6602a3ee,CoralRaider
934dc78ab89dd466b1a140954c6528b6a8591ca09a023616405cf71faf69f010,CoralRaider
305bf697e89e6eef59b0beef2b273a1daad174ebec238a67a6e80c5df5fffaf8,CoralRaider
7db78346dde71258ae1307b542d162a030c71031eebd0ed80816112d82c008f0,CoralRaider
7f19557ee3024c59668e5bd1c96a8124b0a201a9fd656bd072332b400c413405,CoralRaider
b6dbee1b6e444216668c44e41a84ca91cbd966e9035621423ecc12db52a36e01,CoralRaider
b3e694ce12e6f67db5db56177abfddebbc29f558618987e014f47a46996a8ced,CoralRaider
1397268735c5c6e88d8bc717ac27f8810225b554ed2f0d76a3e0048b0933af18,CoralRaider
958508a626b94d5e2e00ab0b94cb75dca58091cce708d312ee1a1c0688ef067c,CoralRaider
51c1eccc1b95ecbeaebc4853606c02808fce208ff1f76f0c7aa11ad7fbb4b763,CoralRaider
3c075a2bcd06e103e6ec3a1b74ceaaf600d3a9e179e2719795377f71c4f8f9c8,CoralRaider
3ac52be2039a73df64e36672f3f0c748de10f6a8bed4b23642dd8da256137681,CoralRaider
aea7c613ac659a083c35afd8e20f19a2c3583f81597dec48cbc886292cfcc975,CoralRaider
a04c6804b63220a9cb1ea6c5f2990e6a810d7b4b7225e0fc5aa7ed7e2bac3c99,CoralRaider
7682ec1cc9155e1dfa2ec2817f0510ac3f66800299088143f8a6b58eeb9a96c8,CoralRaider
a28152ed5039484e858d3c7d4bac03c6ad66fbaffb0e8ea3dfa8def95e115181,CoralRaider
b796cc4a54ee27601c1ed3a0016caa6f58206f4f280391f67820b8b019602add,CoralRaider
5cb65b469023dcc77ede21c66a753fa9cbe67597aae142958fce4936ce3974aa,CoralRaider
3ceb959554450c4ed97bc7c7fbe1d84815a8a3d5be07da9e8d9bb2e705caf9eb,Cybercriminals target graphic designers with GPU miners 
9113b447722ccfcc7b6d6811c3a4f9434c6537697d0bc1cb16966bf8bfbb47c1,Cybercriminals target graphic designers with GPU miners 
b133e715a391d653d2c736c95ac8a58cfd37362a77bec4bcce363e61398ffd2b,Cybercriminals target graphic designers with GPU miners 
b8d323a348aac4e101a3dd0639b2b03d17c2d14f2eba15a70ea0b3e5fb4811a9,Cybercriminals target graphic designers with GPU miners 
c785a3da9a7acca0bc8bcc1de92dfd6647d0bc2f897a1a747b595f89650378e8,Cybercriminals target graphic designers with GPU miners 
dfa96bee7ba6bf98a9594b568bc8c02012081c8822a5f52d62dd7fac0b0c6974,Cybercriminals target graphic designers with GPU miners 
024b6e2e1d8cabb07215686e005e302c5e16e442902225daffe8f1e3382d02d1,Cybercriminals target graphic designers with GPU miners 
29740ff47e77833032744bbbef669755d864da0e1c2a834b903adcb914d6e8a6,Cybercriminals target graphic designers with GPU miners 
92463ea41e384f462226e473c40f6011d9f9463a05b441782596a2e6d760fe42,Cybercriminals target graphic designers with GPU miners 
2db2fe6e7b7482f14d5d44446353a277f80afb4905493443a93cc48c1ef120ef,Cybercriminals target graphic designers with GPU miners 
c0fb29c35a026be5839f10f5a1d889b70107cc836fa894091bf721135f3c6e13,Cybercriminals target graphic designers with GPU miners 
b297496f7723c21162e2598f6d914f148c55409197f26a1fe6936f86d566d50d,Cybercriminals target graphic designers with GPU miners 
e1a272780aa760870a793bde01697ed5f425bbe7f862e85dc06091317f573394,Cybercriminals target graphic designers with GPU miners 
1075c837d0d6b3195c8a2aa2d70419c22ff98e96ebb17ec6e1d1251a5c415db1,Cybercriminals target graphic designers with GPU miners 
99ca71460b7cb4aabde41fed37e647042cfc53bc8dff91aa0a2a28b96c5d2089,Cybercriminals target graphic designers with GPU miners 
e6220dcfa3ebaa19c2ef65ca79ac48a9b2a212e142f37e465adac34c112a8a52,Cybercriminals target graphic designers with GPU miners 
e559e603702ed249b5c6d057d71be08a1bdba90a19aceaee15d410985c704dde,Cybercriminals target graphic designers with GPU miners 
7a826c7755c173d041f48a08deecc5966082ff274f854174c96cee8c4b7d9d08,Cybercriminals target graphic designers with GPU miners 
3a1fa39b47697402df3eaa56b0e765addeb83f244aeb80ee0bcd434ae98ba5c3,Cybercriminals target graphic designers with GPU miners 
2d4adb8e894b22d6c60c3877995ba5e9845ec6005fc95382c395396eb84b1e73,Cybercriminals target graphic designers with GPU miners 
2153be5c6f73f4816d90809febf4122a7b065cbfddaa4e2bf5935277341af34c,Trickbot
c89c825c3554d8e1b4bee8096494d8bf08deab3121d104858b5e86ec318ea286,Trickbot
0f466eebf214bea517664f3fb34099deb9f12f7910c0d962d7d6957c8ca09362,Trickbot
0298a77df476e696f99627b054112e3de2e8543acd89f46f089cbd08444adb05,Trickbot
6610366b9590ee4b3ada9c296577acd9a797fc01e1cee9c3cca014d56528580c,Trickbot
9df176b94be5a52b064fe785930687b41328412d897dfbccf81a6e6792e3adb5,Trickbot
01052dda9eb332c9ef13be2c65e03b8dfa5847814947fde744e89ebc1a181501,Mirai
010e006cffd9df0a90d7a579ad6dc3c5143e92708d4c59d0a6d7c8b02fd592da,Mirai
067389a46605a3a12e8bb6acd0ddabc10258c12ea966fab480684823dd0d202c,Mirai
0db96741bbc6588a9a4b570a0fb170eeb14a065b12e8aff10e3122d82c7f85c1,Mirai
0e6192388e9142a6f9e65d81afcb22a1e08d51ee20c738c707635a04b34ddbb0,Mirai
21e31a758423b7fe4710d22634f61047f08d3ed417db42eb930725a9d08b59d2,Mirai
2a4795e49ebc3873b15a4022898ec71ff7b7e88cf040f20a4bfee9b4488981ab,Mirai
36677bedae6421bb502fa62574c73e85647a31fe5a0ba21cfacb0d033a21dca8,Mirai
36dcaf547c212b6228ca5a45a3f3a778271fbaf8e198ede305d801bc98893d5a,Mirai
382eceb5ae573d7b5493e7b97278c276afef2af0f689d7da18c5d1e7fba05f5e,Mirai
3e374cfc45ff5fac219e2a986daba5025a7b88329a44fc1fa64784c80e078462,Mirai
49eb2b50c36f1b3770db839a2eef1d69f32cf64467845ccb8e9f030ef7e7f9b0,Mirai
4fad2f67e11394ba50b1d133f2f957f7411731b38fc3f18499a0845233d00058,Mirai
505cc553e4ee7d6b09c73dc89f9c8bed9b872b4f7ec438d9c7597e22bdb9810c,Mirai
57bfabd06fa90e2898fb1e6acf741c683618b01946cfae6df2bac88ceacf75a7,Mirai
5b6f00e0b4cb79fd1ec30d96f4569b925db702b84dada60c63bdd5202375ffac,Mirai
5d619aece8284f2650e9634b32b8f6f927f69658eeef2e3afba39f6f827384ae,Mirai
609e5635fe3adddf49092f85b4002c0ea40654ef578cbfab684c0105e9f8a29a,Mirai
66a49d2d62e2e0adad01f6442221bf76d78ceef83c5252c5f67a2ed4b93115c5,Mirai
76bdfe5e5b1a195f440fd90ca0aa6d5b901b0b25089ac4c8cc1c61f17da9af78,Mirai
77ae42ac3d9c31b12c7b4f80d5d174f942df1aad4537a7d51bd2995450744c4d,Mirai
7c4e677b383f3fa8b164fb415e6dd90a2adf4a9f354a08afee103a7975dfb151,Mirai
7fa9d1fe07612422edac88e6b848f4ec27227b2e522e0b210f39b8c675fd6564,Mirai
8018c5d770e14c5e25306c286d0e5cead6d2538ac8ea587683cc3bf9111b3a81,Mirai
824f02a4b8b52aa04caccdadce0ef598cc82b1a86a95295aad43a50b64231f34,Mirai
8361c4932b6e46a595edff6e64523aa0cab31685a0064c6d96f0327070cd55e0,Mirai
83fb3251f2cfc5a6f483fd08e6d1fda83a3a5a52208a28c21da8d3bd6307069a,Mirai
8dc2ae2cc7c6e6bcfe858377252abbb8860a08f35ac9e88c84151d84b2a2f884,Mirai
8f2beef88301cbdcf02181c7b640dc08d6bfd4248985facb998fce92fd2354b3,Mirai
90ae9f3b3b935213cb97534914d0755adf0a61b2bfcd99c5a1f6f827a0e2f6c4,Mirai
9922e477293a138763db7f84f7f60e36712ee817e82e720970c15c15fe584bdb,Mirai
9d49ef9d0d2d46dfee17d5af83ed8c8e2e425615f1ff4a255ceb7a1491cc40bc,Mirai
a5ea4162fb85a409f1f42706da0fd5ea37530cbbfa4af02d389132b256313266,Mirai
a8804d165e72bd6566a80cd64a461e3f328ad294e903b210bc523cef8c4d6dd9,Mirai
ad1f8fcb8a9e2a9432c561e42965e00cdfe24c779c9037338e1f07b94fec4b95,Mirai
b025c70f9e043c8e1538a71405587591774c010a4636124e9be6011126196217,Mirai
b4028f593ce380138c10233a9764e1c34c0f31ab29559a57625199244e8274c0,Mirai
b438d19be235aaabc24ab25a0ec3c72ce688168e5043ddb28be88ff3efa2c379,Mirai
b4fccf1dce8122d94e26bfc4fd9ae245aac6c1c2a720266f303bacfc5713d9f0,Mirai
b793731282f5d924460b8f80cd6caf907c8a4d31d2809037f3af57eeeeb64843,Mirai
bc09d354ad77a392aa25bc3c32b3dbe0d483075028a5d739714e2b4e1e6b9816,Mirai
bd563a56907bd8f12458d0b80efc84c940ef516d4b072b2873d72963c1acc76b,Mirai
c0cc0fcbbef380108d7522a778c0beb5e0ecc876bb7dd12bcbcea40ded39f321,Mirai
c63c7d2baaab90482df0b0d5827849a5125e9b8b9c74ba3bd0efb70d512c5921,Mirai
d0c0daf525b58988b6bdb3e6d347ceafd5cf3fa39664846e0226eaa3c13fd724,Mirai
d8675bfdab965a84372949d67d633518e8db3ee43ad7f2f5f93e2af2b8bee2f8,Mirai
da10c4549ab8693d89ae6972a3cdade256d13398d1c5835a2e56619b18bed66c,Mirai
dcf2995af8483ccb14720b07fc2d233128d50f1f737b6a005fe8474b0a6eda9e,Mirai
e358e8cd97b7dc425284e0532ab4cce7902de47b8a80198af4e9cf70d37880b1,Mirai
e8dd2074ad4c2a54524a9aee969b5800c81c766c3ad4aeaef1da703722dcfd6a,Mirai
e920ccfdc0c0d9958c593f670864aeb24b26068a8ae73c5d2d5c0a1ebbb9fc7e,Mirai
f590190ad0f11524e38629f1e0916665b2a91e79291698e5a449322960e3d27c,Mirai
f8ac402a3a18baff4b284a08f58f32bb43292b1d8362ccac65e59f4478e4ebbb,Mirai
267071df79927abd1e57f57106924dd8a68e1c4ed74e7b69403cdcdf6e6a453b,Turla
d6ac21a409f35a80ba9ccfe58ae1ae32883e44ecc724e4ae8289e7465ab2cf40,Turla
ad4d196b3d85d982343f32d52bffc6ebfeec7bf30553fa441fd7c3ae495075fc,Turla
13c017cb706ef869c061078048e550dba1613c0f2e8f2e409d97a1c0d9949346,Turla
b376a3a6bae73840e70b2fa3df99d881def9250b42b6b8b0458d0445ddfbc044,Turla
28b086446c9cee4390fc399811a92f7cb58e21edbc2defa549d2a100a9d52f0c,Refined Idea/NobelLaunch 
297e05730acc139deaccc917c04d41d987e435ea90aa0069cbe316fb2e8c02c8,Refined Idea/NobelLaunch 
639f1ce3e121b459446911efe1e6fda94650f6b083559095cb20f5164c0dd12f,Refined Idea/NobelLaunch 
88c0dda3176015bd35469192dba869d41677fe0d2c34e933e6610de3977963ed,Refined Idea/NobelLaunch 
f491c149848a56c66d560dc1d4eb4e13c9b203338e7fd2d3fc69125e99fb6396,Refined Idea/NobelLaunch 
b61524028fe6575114ab379eeb1422aea079d4a3649eaa070a8919fb9ec6c687,Refined Idea/NobelLaunch 
4f9d8aac16c656dbb9fb9a794b0874bc80a0d1f352b32ae45e5fcc311ebbe798,Refined Idea/NobelLaunch 
4bdb6316481d38e2910b3233b4144053b5fd3d9ca9360edaeadaa281373a1206,Refined Idea/NobelLaunch 
0340c8ef1392b87f1672873bde6105cf7547b7e0253efc53a6ae06c8f16f2c9c,Refined Idea/NobelLaunch 
7cc33e6da3c7bb604b383b566d2e972de45991388e346cb3ed847814c50b113c,Refined Idea/NobelLaunch 
b59686a8ead6491bce8633f5e774fd5c3f52bc0f733cd168f113729dfdfa702f,TA866
0d604def7d8c28469c49fa5d12a8deddb56ebbdf03fb4de5b31484b6a4ace3a0,TA866
df82cfbe2f3ed18b3973ad932cfd24f24866d812c87c30525940ec5c961ca40d,TA866
159b44a573cf090b0491db78caae27d3d16434f491ee3c7b44b6616f8abe9ea9,TA866
3db3f919cad26ca155adf8c5d9cab3e358d51604b51b31b53d568e7bcf5301e2,TA866
27217d815fc504f6cb9d531028da2f058eb5ac4782e952290c19aacfaa1459da,TA866
2850808b1108eb14ada47ca03f094dc2d6cc18b2cd69c0fc92c525f3e42fc888,TA866
37e0a33ab3cd35cfc3e9ea86a2d58e3b3878bde7d8894cb9856bc0998ba7b7b1,TA866
a9a836a6e05c15f433da48f6782e8a0db4dfeb0539b2f8f04318013b14a048b8,TA866
1f6de5072cc17065c284b21acf4d34b4506f86268395c807b8d4ab3d455b036b,TA866
3c4d700c0cab626664864ce4a2502195117e118f1e800a1571d876b6e7f84251,TA866
0ad5f6bb86b927d5b24ea73bac0d5b0e31684d8d485ecc3007d9076e97b56e5d,TA866
23162a25258b0863f86d3be0986bfcefc56b47b7130a1bdde1c3289c08eac13a,TA866
77fd26c87c253d84a63031e8e8bc281c68af99032782b1b208a0dc1c39593f34,TA866
4b890a0e159c43c984263e0701509f3b747e17ee4f50a3e49c90b3a1c089a1e4,TA866
aab95585e40d8e3e4d56e7facf83ff1e643d5d584976ee90beaf9026b92d29c0,TA866
3e7d1169d14c51e5ff28a3cc8d06d5c8f52e3d69b1df57e4361fb6526cda9551,TA866
59cc16173dcf4127d91881647288671c4b00401b96ed1834502153c65b598ea1,TA866
ef9cbc74f97ff5cd5a14835fc39578df0cb0c0eb01b8dde7f07207ea45af56a1,TA866
16a802c1e055ceac39f354c3ac1ee92d67786640f129c15cb5df6fed9fac9a22,TA866
126fb290288c4ad3f4062d48d6bdcaa6bb9688cef85fd383c1217d7f304fe826,TA866
1f3bd04bdc8ca1fe88b371972b5cfadcf503ac6ea2ec30d0a35e669d12b5389c,TA866
8470550f783f47f066408adf7aa7eb470ee972ba32714f2902cff6d912c3c4c9,TA866
c08f092dac3ce4eb7c63ec4ce566a83b7c21bb60f23839ca989250d20734f237,TA866
7e86c15071e2c8f702601d113cdc269ed5e68d31f35d665c6482d05e0d142783,TA866
fc1ff30705876c4bd501c094f5069cf3d5241b00184257e7a77b1b9ad556bbe5,TA866
3ce1c818b2efd7c9c4d29811a5993448fdef5a6b79e896ce6ce2fa6ad207dda0,TA866
ae317dae58d099d7f0abad3d82968ee949376550f6631614c19559057e5b5620,TA866
e9c78b609fc23ed8d21960138d8914fda6bc68a388529fac878d0ca5250d3464,TA866
4964b572458ef1af227d30c2bf0b0e745f6a8d98f38df32f17e14563b3c9fa32,TA866
669e721ddb304f09ad60a7e166710a08e37a42f6a8cd5bc47a21fa0342292507,TA866
dddfec08c5dd913d0ac0bb54ffe327e32e562299061a87b1042a2f20a5542ec8,TA866
d1eb6dc918e11a5767a366d9b5dc8eb65770fcafca1fb3b79721c24c2d5c8bc8,TA866
71dc9f0cc07c3797f855cbbbd931ce9e21073ef4467e4b7a068b09728e69685e,TA866
d35c0d3af8f66984b1ead5cb56744049c1d71ef0791383250ad1086c0e21f865,TA866
9c1228a391859ca63161ace42cc9b9024df443529828a89311dc9b675e3a916e,TA866
17d5031e304b029177e4dc286f25b85fc24cb54d0e8670dad9922b07aa113eef,TA866
f157090fd3ccd4220298c06ce8734361b724d80459592b10ac632acc624f455e,TA866
b32205e72dcc6857f6d07dcd0330c37b99fe701ed14f008f04fc681931f04531,TA866
8fc6522624a7727e8d4b61a3e87ff77a3e77a4331b72d4f363c755aa33e74657,TA866
9d2024f620b8fdd702e0db069c0c4764224c28d962157f7863b1d881ebe3682e,TA866
228d27fcf5b14ac2d633c8fb4f8a245824b92d5424464cb45f2f27fc1153adcd,TA866
8a4cea324af86529b7c0e982fdf4c7605ea89efc3dac127c0cc6a7fac279ef11,TA866
3242e0a736ef8ac90430a9f272ff30a81e2afc146fcb84a25c6e56e8192791e4,TA866
53e4bfd27474f6e4829ac4d625d3d914452456baf5da2c1c51e2e6df35ab634a,TA866
a5e82a65d71e6d5509edf809b310e6f0ee714dd0973c7fc625203a4689e78fbc,TA866
f971a3ed94dd16241597c16d86da9b9fc1cdf715a0be5cb4240009a80aa5a5af,TA866
be4348d58c4dc2dff2449d259d865d109785b3a3f13af3e6455bcd371ed702c2,TA866
cd713f4fed7e0a6a1f08dedfd2d58240f6af50cee65a3d47bdac5573da5d4e01,TA866
96eaffdd87581dc36b9f2f7f9ad8607a2f218c188907a419546aa423d4f9a83a,TA866
9d541797db8885d1d9c0222d14a222d44a9c39b51d3df318063c4ddc5c524c3a,TA866
93ff5d50aeb9242c733dd80f411eeafc0fe72c3eb37327ba85a5626edc4c545c,TA866
3eb609aa911ac52eef47e33fb22e9cae2261394214f3cb03a9591c0fef312cd7,TA866
824a9410f17c58308b790a208ed2b673c651ba1151a8c59760278ae1ce5aa34b,TA866
fa9f908ee056fbeb9ff9f8387b8ca59e9313392414a0734266ce2638e4a17050,TA866
8b6b7df73ee8e059b6029e16fb4aed65bf8936ad4420108f9804d70bbbd15161,TA866
217611114cf56c5ed3f7f56c3cde0bbf25d1dbf369dc9a4709635ff5e32430e9,TA866
f51897771e5d240fe3894f7902f673d47fa2d07c0889a05dae57e45141882bd4,TA866
029210065e177399d8e84248e30e6edea12a6f8a80ac9f42a97c308d48599294,TA866
88e48ca479ca12ef5dbcf985d5233e28a79892327b46f564f7ef7be30e478b54,TA866
0b38eb7387e47c723599482cb81bc727f1c1fe91cf91bbba47057069869f1314,TA866
281c280559a51aaadb13d871ef7ea12552800e3846c2d9e8a197ec52914058c5,TA866
02003563373af3215195ca0c23af03f845921fcfa31f58770927266b03c2ac40,TA866
87235836f641050dff5c278651028653479ec78c44b08a9f8ff8f96c7d613a1f,TA866
103cd78266a1b24e9066202e42d2c559b2806aaec7ef567ba3cc885fbaaa4613,TA866
cb6e93647e0d0d525739ad25440388e91b6fcf9f606a4687f08234aed0a47879,TA866
e604037f4bb43c25f0d7d03510a332be864b971c3274824c48f4145afe132b98,TA866
9dc7bbff6500c5569c85a4ff06cdacc25308441212e9aa8970b10fc381fd4a37,TA866
8416358966d1bf7c55a5ca02bb37a30b07d0d68384624659523d86077bc3b166,TA866
791cce7c397b40bd0dfc830089419c4017a77e66c5b32eecdafc838bdd245584,TA866
a5716a5ffcf33f313e08c3d10ae22730c7200dbda132ac4f584e440f1f7da495,TA866
cecdc615fef3aeb40a9056a5d64b4f7c79ebfdfe018a99b3199a4ca2f5e32ed2,TA866
fc6284cbf42d9b8467aba091c644ecb2aaf211f95244632f3f718e0e42d0e9bd,TA866
c29732d898dcf116f40eea3845d4e25a240e5840378985c7f192e0443a51a228,CoralRaider
2c4ed97859060ea6ac5a8c2f605debf98257a96f0f3d2ddfaeb066f59a86d4af,CoralRaider
075091793768885977c29a41a0ac591340ebafab26d2a65ce1dccb53997485a1,CoralRaider
b2fd04602223117194181c97ca8692a09f6f5cfdbc07c87560aaab821cd29536,CoralRaider
